date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-14,GAIN,15.85,169000,0.24,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.17M<1M),watchlist
2026-09-14,LCID,4.17,12103000,0.34,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-14,REGN,779.40,611000,19.75,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.61M<1M),watchlist
2026-09-14,WY,22.06,4896000,0.46,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.46<0.50),watchlist
2026-09-14,WFG,69.04,186000,1.97,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.19M<1M),watchlist
2026-09-14,AMC,2.45,23096000,0.17,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-14,NOK,9.99,63574000,0.40,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.40<0.50),watchlist
2026-09-14,NIO,3.73,45403000,0.16,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-14,BB,7.55,9248000,0.35,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.35<0.50),watchlist
2026-09-14,DRIV,33.89,30000,0.48,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.03M<1M),watchlist
2026-09-14,BLNK,0.54,1248000,0.03,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-14,MRK,146.02,9363000,3.53,0.291,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(29.1%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-14,TTWO,218.50,2852000,8.11,0.815,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(81.5%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-14,SLS,10.77,7469000,1.18,7.988,11.8000,10.7840,1.0160,8.79%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(strong-body_53pct_of_range);RANGE_OVERSIZED(8.79%>1.5% cap - halve size if triggers),"09:30-09:35 ET OR candle: high 11.80, low 10.78, closed green (53% body); now watching for a confirmed breakout close"
